2024-12-03 23:17:11 [http-nio-8080-exec-5] INFO  c.h.ticketing_system.model.Customer - Global stop for all purchases disabled.
2024-12-05 21:37:19 [http-nio-8080-exec-4] INFO  c.h.ticketing_system.model.Customer - Global stop for all purchases enabled.
2024-12-05 21:41:15 [http-nio-8080-exec-6] INFO  c.h.ticketing_system.model.Customer - Global stop for all purchases disabled.
2024-12-06 19:00:52 [http-nio-8080-exec-4] INFO  c.h.ticketing_system.model.Customer - Global stop for all purchases enabled.
2024-12-06 19:01:14 [http-nio-8080-exec-8] INFO  c.h.ticketing_system.model.Customer - Global stop for all purchases disabled.
2024-12-06 23:50:26 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust002 with purchase batch size: 20 (Thread ID: 120)
2024-12-06 23:50:26 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 1 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-06 23:50:29 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 2 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-06 23:50:32 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 3 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-06 23:50:35 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 4 to the pool. Ticket No. of ticked booked in batch:4 
2024-12-06 23:50:38 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 5 to the pool. Ticket No. of ticked booked in batch:5 
2024-12-06 23:50:41 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 6 to the pool. Ticket No. of ticked booked in batch:6 
2024-12-06 23:50:44 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 7 to the pool. Ticket No. of ticked booked in batch:7 
2024-12-06 23:50:47 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 8 to the pool. Ticket No. of ticked booked in batch:8 
2024-12-06 23:50:50 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 9 to the pool. Ticket No. of ticked booked in batch:9 
2024-12-06 23:50:53 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 10 to the pool. Ticket No. of ticked booked in batch:10 
2024-12-06 23:50:56 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 11 to the pool. Ticket No. of ticked booked in batch:11 
2024-12-06 23:50:59 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 12 to the pool. Ticket No. of ticked booked in batch:12 
2024-12-06 23:51:02 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 13 to the pool. Ticket No. of ticked booked in batch:13 
2024-12-06 23:51:05 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 14 to the pool. Ticket No. of ticked booked in batch:14 
2024-12-06 23:51:08 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 15 to the pool. Ticket No. of ticked booked in batch:15 
2024-12-06 23:51:11 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 16 to the pool. Ticket No. of ticked booked in batch:16 
2024-12-06 23:51:14 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 17 to the pool. Ticket No. of ticked booked in batch:17 
2024-12-06 23:51:17 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 18 to the pool. Ticket No. of ticked booked in batch:18 
2024-12-06 23:51:20 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 19 to the pool. Ticket No. of ticked booked in batch:19 
2024-12-06 23:51:23 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 20 to the pool. Ticket No. of ticked booked in batch:20 
2024-12-06 23:51:26 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Thread:120 for customer with ID:cust002 finished executing
2024-12-06 23:51:26 [Thread-10] INFO  c.h.ticketing_system.model.Customer - Thread completed for Vendor ID: cust002 (Thread ID: 120)
2024-12-07 10:19:48 [http-nio-8080-exec-3] INFO  c.h.ticketing_system.model.Customer - Global stop for all purchases enabled.
2024-12-07 10:19:50 [http-nio-8080-exec-5] INFO  c.h.ticketing_system.model.Customer - Global stop for all purchases disabled.
2024-12-07 12:30:05 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust001 with purchase batch size: 10 (Thread ID: 130)
2024-12-07 12:30:05 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 41 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 12:30:08 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 42 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 12:30:11 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 43 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 12:30:14 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 44 to the pool. Ticket No. of ticked booked in batch:4 
2024-12-07 12:30:17 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 45 to the pool. Ticket No. of ticked booked in batch:5 
2024-12-07 12:30:20 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 46 to the pool. Ticket No. of ticked booked in batch:6 
2024-12-07 12:30:24 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 47 to the pool. Ticket No. of ticked booked in batch:7 
2024-12-07 12:30:27 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 48 to the pool. Ticket No. of ticked booked in batch:8 
2024-12-07 12:30:30 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 49 to the pool. Ticket No. of ticked booked in batch:9 
2024-12-07 12:30:33 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 50 to the pool. Ticket No. of ticked booked in batch:10 
2024-12-07 12:30:36 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Thread:130 for customer with ID:cust001 finished executing
2024-12-07 12:30:36 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Thread completed for Vendor ID: cust001 (Thread ID: 130)
2024-12-07 14:21:27 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust001 with purchase batch size: 10 (Thread ID: 122)
2024-12-07 14:21:27 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 51 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 14:21:30 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 52 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 14:21:33 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 53 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 14:21:36 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 54 to the pool. Ticket No. of ticked booked in batch:4 
2024-12-07 14:21:39 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 55 to the pool. Ticket No. of ticked booked in batch:5 
2024-12-07 14:21:42 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 56 to the pool. Ticket No. of ticked booked in batch:6 
2024-12-07 14:21:45 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 57 to the pool. Ticket No. of ticked booked in batch:7 
2024-12-07 14:21:48 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 58 to the pool. Ticket No. of ticked booked in batch:8 
2024-12-07 14:21:51 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 59 to the pool. Ticket No. of ticked booked in batch:9 
2024-12-07 14:21:54 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 60 to the pool. Ticket No. of ticked booked in batch:10 
2024-12-07 14:21:57 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Thread:122 for customer with ID:cust001 finished executing
2024-12-07 14:21:57 [Thread-8] INFO  c.h.ticketing_system.model.Customer - Thread completed for Vendor ID: cust001 (Thread ID: 122)
2024-12-07 14:33:21 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust001 with purchase batch size: 10 (Thread ID: 189)
2024-12-07 14:33:21 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 31 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 14:33:24 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 32 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 14:33:27 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 33 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 14:33:30 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 34 to the pool. Ticket No. of ticked booked in batch:4 
2024-12-07 14:33:33 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 35 to the pool. Ticket No. of ticked booked in batch:5 
2024-12-07 14:33:36 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 36 to the pool. Ticket No. of ticked booked in batch:6 
2024-12-07 14:33:39 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 37 to the pool. Ticket No. of ticked booked in batch:7 
2024-12-07 14:33:42 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 38 to the pool. Ticket No. of ticked booked in batch:8 
2024-12-07 14:33:45 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 39 to the pool. Ticket No. of ticked booked in batch:9 
2024-12-07 14:33:48 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 40 to the pool. Ticket No. of ticked booked in batch:10 
2024-12-07 14:33:51 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Thread:189 for customer with ID:cust001 finished executing
2024-12-07 14:33:51 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Thread completed for Vendor ID: cust001 (Thread ID: 189)
2024-12-07 14:34:24 [Thread-13] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust001 with purchase batch size: 10 (Thread ID: 206)
2024-12-07 14:34:24 [Thread-13] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 21 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 14:34:27 [Thread-13] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 22 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 14:34:30 [Thread-13] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 23 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 14:34:33 [Thread-13] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 24 to the pool. Ticket No. of ticked booked in batch:4 
2024-12-07 14:34:36 [Thread-13] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 25 to the pool. Ticket No. of ticked booked in batch:5 
2024-12-07 14:34:39 [Thread-13] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 26 to the pool. Ticket No. of ticked booked in batch:6 
2024-12-07 14:34:42 [Thread-13] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 27 to the pool. Ticket No. of ticked booked in batch:7 
2024-12-07 14:34:46 [Thread-13] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 28 to the pool. Ticket No. of ticked booked in batch:8 
2024-12-07 14:34:49 [Thread-13] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 29 to the pool. Ticket No. of ticked booked in batch:9 
2024-12-07 14:34:52 [Thread-13] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 30 to the pool. Ticket No. of ticked booked in batch:10 
2024-12-07 14:34:55 [Thread-13] INFO  c.h.ticketing_system.model.Customer - Thread:206 for customer with ID:cust001 finished executing
2024-12-07 14:34:55 [Thread-13] INFO  c.h.ticketing_system.model.Customer - Thread completed for Vendor ID: cust001 (Thread ID: 206)
2024-12-07 14:45:00 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust001 with purchase batch size: 10 (Thread ID: 127)
2024-12-07 14:45:00 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 71 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 14:45:03 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 72 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 14:45:06 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 73 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 14:45:09 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 74 to the pool. Ticket No. of ticked booked in batch:4 
2024-12-07 14:45:13 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 75 to the pool. Ticket No. of ticked booked in batch:5 
2024-12-07 14:45:16 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 76 to the pool. Ticket No. of ticked booked in batch:6 
2024-12-07 14:45:19 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 77 to the pool. Ticket No. of ticked booked in batch:7 
2024-12-07 14:45:22 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 78 to the pool. Ticket No. of ticked booked in batch:8 
2024-12-07 14:45:25 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 79 to the pool. Ticket No. of ticked booked in batch:9 
2024-12-07 14:45:28 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 80 to the pool. Ticket No. of ticked booked in batch:10 
2024-12-07 14:45:31 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Thread:127 for customer with ID:cust001 finished executing
2024-12-07 14:45:31 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Thread completed for Vendor ID: cust001 (Thread ID: 127)
2024-12-07 14:46:58 [Thread-11] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust001 with purchase batch size: 10 (Thread ID: 150)
2024-12-07 14:46:58 [Thread-11] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 81 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 14:47:01 [Thread-11] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 82 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 14:47:04 [Thread-11] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 83 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 14:47:07 [Thread-11] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 84 to the pool. Ticket No. of ticked booked in batch:4 
2024-12-07 14:47:10 [Thread-11] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 85 to the pool. Ticket No. of ticked booked in batch:5 
2024-12-07 14:47:13 [Thread-11] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 86 to the pool. Ticket No. of ticked booked in batch:6 
2024-12-07 14:47:16 [Thread-11] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 87 to the pool. Ticket No. of ticked booked in batch:7 
2024-12-07 14:47:19 [Thread-11] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 88 to the pool. Ticket No. of ticked booked in batch:8 
2024-12-07 14:47:22 [Thread-11] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 89 to the pool. Ticket No. of ticked booked in batch:9 
2024-12-07 14:47:25 [Thread-11] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 90 to the pool. Ticket No. of ticked booked in batch:10 
2024-12-07 14:47:28 [Thread-11] INFO  c.h.ticketing_system.model.Customer - Thread:150 for customer with ID:cust001 finished executing
2024-12-07 14:47:28 [Thread-11] INFO  c.h.ticketing_system.model.Customer - Thread completed for Vendor ID: cust001 (Thread ID: 150)
2024-12-07 15:01:46 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust001 with purchase batch size: 10 (Thread ID: 172)
2024-12-07 15:01:46 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 61 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 15:01:49 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 62 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 15:01:52 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 63 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 15:01:55 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 64 to the pool. Ticket No. of ticked booked in batch:4 
2024-12-07 15:01:58 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 65 to the pool. Ticket No. of ticked booked in batch:5 
2024-12-07 15:02:01 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 66 to the pool. Ticket No. of ticked booked in batch:6 
2024-12-07 15:02:04 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 67 to the pool. Ticket No. of ticked booked in batch:7 
2024-12-07 15:02:07 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 68 to the pool. Ticket No. of ticked booked in batch:8 
2024-12-07 15:02:11 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 69 to the pool. Ticket No. of ticked booked in batch:9 
2024-12-07 15:02:14 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 70 to the pool. Ticket No. of ticked booked in batch:10 
2024-12-07 15:02:17 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Thread:172 for customer with ID:cust001 finished executing
2024-12-07 15:02:17 [Thread-12] INFO  c.h.ticketing_system.model.Customer - Thread completed for Vendor ID: cust001 (Thread ID: 172)
2024-12-07 15:12:20 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust001 with purchase batch size: 10 (Thread ID: 104)
2024-12-07 15:12:20 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 91 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 15:12:23 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 92 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 15:12:26 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 93 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 15:12:29 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 94 to the pool. Ticket No. of ticked booked in batch:4 
2024-12-07 15:12:32 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 95 to the pool. Ticket No. of ticked booked in batch:5 
2024-12-07 15:12:35 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 96 to the pool. Ticket No. of ticked booked in batch:6 
2024-12-07 15:12:38 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 97 to the pool. Ticket No. of ticked booked in batch:7 
2024-12-07 15:12:41 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 98 to the pool. Ticket No. of ticked booked in batch:8 
2024-12-07 15:12:44 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 99 to the pool. Ticket No. of ticked booked in batch:9 
2024-12-07 15:12:47 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 100 to the pool. Ticket No. of ticked booked in batch:10 
2024-12-07 15:12:50 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Thread:104 for customer with ID:cust001 finished executing
2024-12-07 15:12:50 [Thread-9] INFO  c.h.ticketing_system.model.Customer - Thread completed for Vendor ID: cust001 (Thread ID: 104)
2024-12-07 15:15:13 [Thread-40] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust006 with purchase batch size: 10 (Thread ID: 136)
2024-12-07 15:15:13 [Thread-43] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust005 with purchase batch size: 10 (Thread ID: 142)
2024-12-07 15:15:13 [Thread-45] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust007 with purchase batch size: 10 (Thread ID: 145)
2024-12-07 15:15:13 [Thread-41] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust009 with purchase batch size: 10 (Thread ID: 139)
2024-12-07 15:15:13 [Thread-46] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust008 with purchase batch size: 10 (Thread ID: 146)
2024-12-07 15:15:13 [Thread-42] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust004 with purchase batch size: 10 (Thread ID: 143)
2024-12-07 15:15:13 [Thread-44] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust001 with purchase batch size: 10 (Thread ID: 144)
2024-12-07 15:15:13 [Thread-47] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust003 with purchase batch size: 10 (Thread ID: 147)
2024-12-07 15:15:13 [Thread-48] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust002 with purchase batch size: 10 (Thread ID: 148)
2024-12-07 15:15:13 [Thread-49] INFO  c.h.ticketing_system.model.Customer - Thread started for Customer ID: cust010 with purchase batch size: 10 (Thread ID: 149)
2024-12-07 15:15:13 [Thread-40] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 109 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 15:15:13 [Thread-43] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 101 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 15:15:13 [Thread-45] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 108 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 15:15:14 [Thread-41] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 107 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 15:15:14 [Thread-46] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 102 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 15:15:14 [Thread-42] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 103 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 15:15:14 [Thread-44] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 104 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 15:15:14 [Thread-47] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 106 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 15:15:14 [Thread-48] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 105 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 15:15:14 [Thread-49] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 110 to the pool. Ticket No. of ticked booked in batch:1 
2024-12-07 15:15:16 [Thread-40] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 119 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 15:15:16 [Thread-43] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 111 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 15:15:17 [Thread-45] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 118 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 15:15:17 [Thread-41] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 117 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 15:15:17 [Thread-46] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 112 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 15:15:17 [Thread-42] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 113 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 15:15:17 [Thread-44] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 114 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 15:15:17 [Thread-47] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 116 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 15:15:17 [Thread-48] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 115 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 15:15:17 [Thread-49] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 120 to the pool. Ticket No. of ticked booked in batch:2 
2024-12-07 15:15:20 [Thread-40] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 129 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 15:15:20 [Thread-43] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 121 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 15:15:20 [Thread-45] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 128 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 15:15:20 [Thread-41] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 127 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 15:15:20 [Thread-46] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 122 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 15:15:20 [Thread-42] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 123 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 15:15:20 [Thread-44] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 124 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 15:15:20 [Thread-47] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 126 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 15:15:20 [Thread-48] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 125 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 15:15:20 [Thread-49] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 130 to the pool. Ticket No. of ticked booked in batch:3 
2024-12-07 15:15:23 [Thread-40] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 139 to the pool. Ticket No. of ticked booked in batch:4 
2024-12-07 15:15:23 [Thread-43] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 131 to the pool. Ticket No. of ticked booked in batch:4 
2024-12-07 15:15:23 [Thread-45] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 138 to the pool. Ticket No. of ticked booked in batch:4 
2024-12-07 15:15:23 [Thread-41] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 137 to the pool. Ticket No. of ticked booked in batch:4 
2024-12-07 15:15:23 [Thread-46] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 132 to the pool. Ticket No. of ticked booked in batch:4 
2024-12-07 15:15:23 [Thread-42] INFO  c.h.ticketing_system.model.Customer - Successfully booked ticket ID: 133 to the pool. Ticket No. of ticked booked in batch:4 
